item_name,item_type,ingredients
Karachi Bakery KarachiS Fruit Biscuits KarachiS Fruit,snack,"refined wheat flour (maida), interesterified vegetable fat (refined rice bran oil, palmolein oil, sesame oil/til oil), sugar, cashew bites, papaya pieces (acidity regulators-ins 330, preservatives-ins 211 and contains permitted synthetic food color-ins 129 (fd& c red no.40), skimmed milk powder (smp), iodised salt, & custard powder (corn flour, edible starch, & contains permitted synthetic food color-sunset yellow fcf (fd&c yellow no 06) & tatrazine (fd&c yellow no .05))"
real apple juice,drink,"water, sugar, liquid glucose, apple juice concentrate ^, acidity regulator (ins 296), antioxidant (ins 300) and flavours (nature identical flavouring substances). this contains 23 % apple juice content. refrigerate"
Sunfeast Dark Fantasy Bourbon Classic Biscuit,snack,"marketed by itc ltd, 37, j. l. nehru road, kolkata - 700 07 mfd. by: •06) itc ltd.-itclid coods division dlot no. 1, s 0312 pkg.mtrl.mfd. by jupiter laminators pvt. ltd. regn. no. hspcb/consent/:3131218215oncto8497192 refined wheat flour (maida), sugar , refined palm oil, colours (150a, ins 150c, ins 150d, ins 129), si coco ohen miliolids, raising agents [ins 503(ii), ins 500(ii), ins 450(i)], artificial flavouring substances (vanilla, chocolate), sifiers) hinerides of fatty acids (from palm oil), lecithin (from soyabean)], plain chocolate {sugar, c0coa soli, cocoa aes lecithin (from soyabean), polyglycerol esters of interesterified ricinoleic acid (from castor bean)] andankial fla mes vanilla), iodized salt and nature identical flavouring substances (chocolate) swheat, milk, soy. may contains nuts, sulphites notmal information (approx. values): per 100 g (% rda per serve); energy"
Pepsi Sting Energy,drink,"nước bão hòa co₂, đường hfcs, đường, chất điều chỉnh độ axit (330, 331()), hương dâu giống tự nhiên, hỗn hợp premix (taurine, caffeine (145 - 255 mgll), inositol, các vitamin: b3, b6, b12), chất chống oxy hóa (452(j), 385), chất bảo quản (202, 211), màu tổng hợp (allura red ac 129), bột chiết xuất hồng sâm (40 mg/l)"
Maggi Pazzta Masala Penne,drink,"macaroni (pasta) semolina (wheat (100% masala &quot;tastemaker mik solids. mixad sprcas d55 cehydated onion, coniander powder, roasted garic f cumin powder aniseed powder, garic powrer, black penner powder, fenugreek powder, ginger powder, capsicum powder, nutmeg powder, coriander extract cumin extract, hydrolysed ground thickener (508), nature identical flavouring substances favour enhancer (635), dehycrated conander leaves and contains wheat, milk, nut & soy. may contains mustard. store in a cool, dry & hygienic place. alnspired from popular italian cuisine +source: as available on public domain nut protein, starch, sugar dehydra net quanti mfd-use by: jan/22 v/22-9"
Coca-Cola Fanta,drink,"carbonated water, sugar, orange juice from concentrate , citrus fruit from concentrate , acids (citric acid, malic acid), vegetable extracts (carrot, pumpkin), sweeteners (acesulfame k, sucralose), preservative (potassium sorbate), acidity regulator (sodium citrates), stabiliser (guar gum), natural orange flavourings with other natural flavourings, antioxidant (ascorbic acid)"
ITC sunfeast yippe,food,"pasta: wheat semolina (suji) . masala pasta saucemaker: dairy whitener (milk solids, sugar), iodized salt, instant noodle powder int? [refined wheat flour (maida), refined palm oil, iodized salt and wheat gluten], #spices and condiments, hydrolyzed vegetable protein, sugar, onion powder, hydrogenated vegetable oil, dehydrated garlic bits , natural flavours and natural flavouring substances, flavour enhancers (ins 627, ins 631), acidity regulator (ins 330) and dehydrated fenugreek leaves . used as favouring agents. contains wheat, soy, milk, nut. the or nutritiona (appro energy (kcal carbohydrate total suga added total fat (g) trans fat naturally occ saturated cholestero sodium (mg"
BHARAT MASALA Chat Masala,condiment,"common salt, dry mango powder, black salt, roasted cumin seed, black pepper, pomegranate seeds, roasted coriander seed, ginger flakes, roasted chilly flakes, nutmeg, clove, bishop's weed, asafoetida. المكونات: الملح المشتركة، مسحوق المانجو الجاف، أسود ملح، محمص بذور الكمون، الفلفل الأسود، بذور الرمان، محمص بذور الكزبرة، الزنجبیل رقائق، محمص بارد رقائق، جوزة الطيب، القرنفل، الأعشاب المطران، حلتيت"
Yoga pulp Aloevera pulp  juice,drink,"aloevera pulp & juice , lichi pulp , cane sugar , water, flavor, acidity regulator (ins 330), stabilizer, class ii preservative (ins 440, ins 224)"
Wingreens Farms Cheesy Sauce,condiment,"refined sunflower oil, water, sugar, cheese powder , liquid glucose, milk solids, lodized salt, thickeners (ins 415 & ins 1442), acidity regulators (ins 260 & ins 330), yeast powder, preservatives (ins 200 & ins 211), antioxidant (ins 386), nature-identical flavouring substances"
Cadbury OREO,food,"refined wheat flour (maida), sugar palmolein, fractionated fat, starch, colour (162), invert sugar, cocoa solids (2%*), leavening agents (500 503(ii)), lodised salt, flavoured cheese powder (0.1%*) (milk solids, cheese powder, emulsifier (339(ii)), yeast extract), emulsifier (322), flavours (natural, nature identical, artificial (cheese) flavouring substances). allergen information: contains milk, wheat, sulphites, soy. may contain barley"
Unilever Boost,drink,"cereal extract (barley, wheat, millet), malted barley . sugar, wheat flour (atta), milk solids , minerals, natural colour (ins 150c), wheat gluten, acidity regulators [ins 501(ii), ins 500 (ii)), edible lodised salt, cocoa powder, vitamins, nature identical flavouring substances, soy protein isolate. allergen information: contains wheat, barley milk and soy"
Nestle nutrition 2-minutes masala noodles,drink,"instant noodles with seasoning* ge kgredients: loodle refined wheat flour (maida), palm oil, lodized salt, wheat guten, thio ners (508 & 412), acidity regulators (5010) & 500 (1)) and n humectant (457 (0). masala &quot;testemaker:thydrolysed groundnut protein, refined wheat flor maidal, mixed spices , sugar, onion powder, starch, palm powder, lodised salt, thickener (508), acidity regulators (330 & mineral, flavour enhancer (635), colour (150d) and wheat gluten. w comtains wheat and nut. ay contains milk, mustard, 0atc and soy. 18"
Pepsi Limca,drink,"carbonated water, sugar acidity regulators (330, 33w stabilizers (414,471), preservative (211) flavours (natural, nature-identical & artificial (lemon) flavouring substances)"
Dr. Oetker Veg Mayonnaise,condiment,"water, olive oil , sugar, e mustard powder, preservatives (ins211, inszo contains added flavour serve size 15 nutritional flavouring substances)"
Yoga bar Protien bar,snack,"cashew , lodised salt, spices & herbs (black pepper, chilli, parsley), sugar, maltodextrin & starch (corn), hydrolysed vegetable protein (soya), acidity regulator (ins 330), yeast extract powder, anticaking agent (ins 551), antioxidant (ins 319) contains added flavours-(natural and nature identical flavouring substances (pepper) contain soya & nuts. may conta"
Kohinoor Dal Makhani,condiment,"water, black gram lentils , tomato , red kidney beans , sunflower oil, garlic, salt, ginger , cumin powder, garam masala, red chilli powder, fenugreek leaves, cinnamon, cardamom, bay leaf, nutmeg powder, mace powder"
Nissin Cup Noodles Mazedaar Masala,drink,"refined wheat flour (maida), edible vegetable oil (palm oil), dehydrated pieces 4.26% (corn, green pea, carrot, french beans & curry leaves), lodised salt, mixed spices 1.55% (red chilli, turmeric, coriander, black pepper, cumin, fenugreek, ginger, clove, nutmeg & green cardamom), hydrolysed vegetable protein powder (soya), onion powder, corn starch, sugar, maltodextrin, yeast extract powder flavour enhancers (ins 631, ins 627 & ins 620), acidity regulators [ins 500(1), ins 451 & ins 330], thickener (ins 415) & antioxidant (ins 319). allergen information: contains wheat & soy. may contain milk"
Coca-Cola Company Maaza,drink,"water, sugar, acidity regulator (330), salt, antioxidant (300), preservative (211), added flavours (natural and nature identical flavouring substances), artificial flavouring substances"
Hindustan Unilever limited Cadbury Crackle,sweet,"chocolate, liquid glucose, cocoa solids, paim oil, milk solids, maltodextrin, emulsifier e stabilizers (e412, e410). contains permitted natural colour-e150d and synthetic food added flavour (natural, nature identical and artificial (vanilla) flavouring ngredients: water, chocolate confectionery [water, sugar, condensed mik, dhucolate coated butterscotch confectionery [outer layer (milk chocolate): cadbury dairy sugar, milk solids, cocoa butter, cocoa solids, emulsifiers (e442, e476). contains colours-e122, e133, e102 and added artificial vanilla flavouring substance su iestances) (allergen information: contains milk.), cocoa butter, glazing agent e sabilizers (e1400, e414), emulsifier (e476) & preservative (e202), inner layer (buttersenten confectionery): sugar, salted butter, cashew nuts, lodised salt], palm oil, milk solids. linud gucose, cocoa solids, emulsifier (e471), vegetable protein (soy), stabilisers - e412. e410, eait. contains milk solids, soy & cashew nuts. may contain traces of other treenuts. ntans permitted natural colour - e150d and synthetic food colours-e122, e102. e133 and aded plavour-nlature identical (chocolate) and artificial (vanilla & milk) flavouring substaridces contains 10.2% edible vegetable oil and vegetable protein product forte presentative puurposes onty crackle are trademarks of mondeléz international"
Lays West Indies Hot  Sweet Chilli,snack,"potato, edible vegetable oil (palmolein, sunflower oil), sugar, maltodextrin, iodised salt, natural and nature identical flavouring substances, spices , condiments, flavour enhancers (627 , 631), edible vegetable oil (palm, sunflower, peanut), hydrolysed vegetable protein, anticaking agent (551), cocoa solids, lactose"
India gate basmati rice dubar,drink,basmati rice
Glucon D,food,"dextrose (glucose) , minerals (calcium phosphates)"
Kelloggs Chocos Moons and Stars,drink,"wheat solids (wheat flour (atta) , refined wheat flour (maida) ), sugar, corn flour, cocoa solids , minerals, cereal extract, edible vegetable oil (palmolein), lodized salt, colour (ins 150d), vitamins, antioxidant (ins 320). contains permitted natural colour & added flavours (nature identical & artificial cream flavouring substances) contains gluten. may contain traces of treenut"
Sunfeast mango smoothie btl,drink,"water, milk solids , sugar, diced totapari mango , mandarine pulp , alphonso mango pulp , totapari mango pulp , nata de coco, stabilizers (ins 466, ins 418), acidity regulator (ins 330), nature identical flavouring substances, artificial flavouring substances (mango), antioxidant (ins 300), colours (ins 110, ins 102) and vitamins. contains milk, nut. may contain soy"
10 Chilli Chatka,drink,"cereal products (rice meal , com meal ), edible vegetable oil (rice bran oil), *seasoning (sugar, &quot;spices & condiments, lodised salt, rice flour, flavour (natural & nature identical flavouring substances), acidity regulators (330, 196), black salt, flavour enhancers (627, 631), colours (160c 150d)), gram meal . as flavouring agent. contains onion and garlic serve size 20 g** mark per 100g %rda per serve pepsi"
Mirinda,drink,"carbonated water, sugar, acidity regulators (330, 331), stabilizers (1450, 445), preservative (211), colour (110), flavour (natural flavouring substances)"
bikaji Bikaneri Bhujia,snack,cts (approx.) 25 servings per container serving size amount per serving calories 1/3 cup (40g) 244 % daily value/% valeur quotidien* total fat / gras total 18g 23% saturated fat / gras saturé fat 6g 28% trans fat/acide gras trans og cholesterol/cholestérol omg sodium/sodium 319mg total carbohydrate / glucides 15g dietary fiber/fibres diététiques 2g total sugars / sucres totaux og includes added sugars 0g protein / protéine 6g vitamin/vitamine d 0mcg calcium/calcium 2mg iron/ de fer 2mg potassium/potassium 180mg 0% 14% 5% 9% 0% 12% 0% &lt;1% 9% 4% the % daily value (dv) tells you how much a nutrient in a serving of food contributes to a daily diet. 2000-calories a day is used for general nutrition advice
Paper boat mixed fruit medley 750ml pet,food,"water, sugar, mango pulp concentrate #, apple juice concentrate #, orange juice concentrate #' acidity regulator (330), flavours (nature-identical and natural flavouring substances), iodised salt, stabilizers (466, 415), preservatives (202, 242), food colours (102, 124, 110) and vitamin d2 (ergocalciferol). *reconstituted 13.5% mixed fruit juice"
Quaker Oats Multigrain,drink,oat flakes
Minute Maid Apple,drink,"water, sugar, apple juice (reconstituted from apple juice concentrate), acidity regulators (296,330) antioxidant (300), sweetener (960), contains permitted natural colour (150d) and added apple flavours (nature identical flavouring substances"
Cavins Rose Lassi,drink,"standardized milk curd, water, sugar, emulsifier (ins 460(i) & ins 466), flavour (nature identical flavouring substance), mineral & vitamin premix(zinc, vitamin a & d)"
Small Bhakarwadi,snack,"wheat flour, palm oil, gram flour, ground spices, white sesame, green chili, dry mango powder, turmeric powder, tamarind & salt"
